SEMANA,TIENDA,PRENDA,UNIDADES
20,MAYORCA 1,CAMISAS,20
20,MAYORCA 1,CAMISETAS,22
20,MAYORCA 1,CHAQUETAS,3
20,MAYORCA 1,CORREAS,3
20,MAYORCA 1,JEANS,188
20,MAYORCA 1,JOGGER,21
20,MAYORCA 1,PANTALON COLOR,63
20,MAYORCA 1,POLOS,15
20,MAYORCA 1,VESTIDOS,3
20,MAYORCA 2,BERMUDA,1
20,MAYORCA 2,BLUSAS,41
20,MAYORCA 2,BUSOS,4
20,MAYORCA 2,CAMIBUSOS,5
20,MAYORCA 2,CAMISAS,41
20,MAYORCA 2,CAMISETAS,39
20,MAYORCA 2,CHAQUETAS,5
20,MAYORCA 2,CORREAS,2
20,MAYORCA 2,JEANS,255
20,MAYORCA 2,JOGGER,34
20,MAYORCA 2,PANTALON COLOR,81
20,MAYORCA 2,POLOS,31
20,MAYORCA 2,SHORT,3
20,MAYORCA 2,TAPABOCAS,2
20,MAYORCA 2,VESTIDOS,4
20,MOLINOS 1,BERMUDA,6
20,MOLINOS 1,BLUSAS,80
20,MOLINOS 1,BUSOS,6
20,MOLINOS 1,CAMIBUSOS,22
20,MOLINOS 1,CAMISAS,70
20,MOLINOS 1,CAMISETAS,75
20,MOLINOS 1,CHAQUETAS,4
20,MOLINOS 1,CORREAS,2
20,MOLINOS 1,JEANS,430
20,MOLINOS 1,JOGGER,53
20,MOLINOS 1,PANTALON COLOR,151
20,MOLINOS 1,POLOS,63
20,MOLINOS 1,SHORT,4
20,MOLINOS 1,TAPABOCAS,2
20,MOLINOS 1,VESTIDOS,4
20,PARQUE LA CEJA,BLUSAS,51
20,PARQUE LA CEJA,BUSOS,6
20,PARQUE LA CEJA,CAMIBUSOS,7
20,PARQUE LA CEJA,CAMISAS,24
20,PARQUE LA CEJA,CAMISETAS,48
20,PARQUE LA CEJA,CHAQUETAS,4
20,PARQUE LA CEJA,CORREAS,1
20,PARQUE LA CEJA,JEANS,174
20,PARQUE LA CEJA,JOGGER,15
20,PARQUE LA CEJA,PANTALON COLOR,35
20,PARQUE LA CEJA,POLOS,25
20,PARQUE LA CEJA,TAPABOCAS,4
20,PARQUE LA CEJA,VESTIDOS,1
20,PLAZA FABRICATO,BLUSAS,20
20,PLAZA FABRICATO,BUSOS,5
20,PLAZA FABRICATO,CAMIBUSOS,7
20,PLAZA FABRICATO,CAMISAS,23
20,PLAZA FABRICATO,CAMISETAS,26
20,PLAZA FABRICATO,CHAQUETAS,5
20,PLAZA FABRICATO,JEANS,180
20,PLAZA FABRICATO,JOGGER,29
20,PLAZA FABRICATO,PANTALON COLOR,26
20,PLAZA FABRICATO,POLOS,25
20,PLAZA FABRICATO,VESTIDOS,1
20,PREMIUM PLAZA,BLUSAS,28
20,PREMIUM PLAZA,CAMIBUSOS,7
20,PREMIUM PLAZA,CAMISAS,31
20,PREMIUM PLAZA,CAMISETAS,36
20,PREMIUM PLAZA,CHAQUETAS,2
20,PREMIUM PLAZA,CORREAS,3
20,PREMIUM PLAZA,JEANS,255
20,PREMIUM PLAZA,JOGGER,32
20,PREMIUM PLAZA,PANTALON COLOR,74
20,PREMIUM PLAZA,POLOS,22
20,PREMIUM PLAZA,SHORT,1
20,PREMIUM PLAZA,VESTIDOS,2
20,PUERTA DEL NTE,BERMUDA,4
20,PUERTA DEL NTE,BLUSAS,49
20,PUERTA DEL NTE,BUSOS,1
20,PUERTA DEL NTE,CAMIBUSOS,3
20,PUERTA DEL NTE,CAMISAS,38
20,PUERTA DEL NTE,CAMISETAS,46
20,PUERTA DEL NTE,CHAQUETAS,5
20,PUERTA DEL NTE,CORREAS,3
20,PUERTA DEL NTE,JEANS,227
20,PUERTA DEL NTE,JOGGER,45
20,PUERTA DEL NTE,PANTALON COLOR,74
20,PUERTA DEL NTE,POLOS,35
20,PUERTA DEL NTE,TAPABOCAS,5
20,PUERTA DEL NTE,VESTIDOS,2
20,RIONEGRO,BERMUDA,4
20,RIONEGRO,BLUSAS,70
20,RIONEGRO,BUSOS,6
20,RIONEGRO,CAMIBUSOS,14
20,RIONEGRO,CAMISAS,49
20,RIONEGRO,CAMISETAS,73
20,RIONEGRO,CHAQUETAS,4
20,RIONEGRO,CORREAS,5
20,RIONEGRO,JEANS,413
20,RIONEGRO,JOGGER,40
20,RIONEGRO,PANTALON COLOR,111
20,RIONEGRO,POLOS,45
20,RIONEGRO,SHORT,4
20,RIONEGRO,VESTIDOS,2
20,RIONEGRO PARQUE,BLUSAS,42
20,RIONEGRO PARQUE,BUSOS,10
20,RIONEGRO PARQUE,CAMIBUSOS,4
20,RIONEGRO PARQUE,CAMISAS,17
20,RIONEGRO PARQUE,CAMISETAS,52
20,RIONEGRO PARQUE,CHAQUETAS,2
20,RIONEGRO PARQUE,CORREAS,1
20,RIONEGRO PARQUE,JEANS,196
20,RIONEGRO PARQUE,JOGGER,13
20,RIONEGRO PARQUE,PANTALON COLOR,25
20,RIONEGRO PARQUE,POLOS,24
20,RIONEGRO PARQUE,VESTIDOS,4
20,TERMINAL DEL NORTE,BERMUDA,4
20,TERMINAL DEL NORTE,BLUSAS,51
20,TERMINAL DEL NORTE,BUSOS,8
20,TERMINAL DEL NORTE,CAMIBUSOS,10
20,TERMINAL DEL NORTE,CAMISAS,38
20,TERMINAL DEL NORTE,CAMISETAS,63
20,TERMINAL DEL NORTE,CHAQUETAS,3
20,TERMINAL DEL NORTE,CORREAS,3
20,TERMINAL DEL NORTE,JEANS,242
20,TERMINAL DEL NORTE,JOGGER,28
20,TERMINAL DEL NORTE,PANTALON COLOR,61
20,TERMINAL DEL NORTE,POLOS,44
20,TERMINAL DEL NORTE,SHORT,1
20,TERMINAL DEL NORTE,TAPABOCAS,3
20,TERMINAL DEL NORTE,VESTIDOS,3
20,VIVA ENVIGADO,BERMUDA,3
20,VIVA ENVIGADO,BLUSAS,38
20,VIVA ENVIGADO,BUSOS,3
20,VIVA ENVIGADO,CAMIBUSOS,6
20,VIVA ENVIGADO,CAMISAS,31
20,VIVA ENVIGADO,CAMISETAS,52
20,VIVA ENVIGADO,CHAQUETAS,9
20,VIVA ENVIGADO,CORREAS,1
20,VIVA ENVIGADO,JEANS,238
20,VIVA ENVIGADO,JOGGER,24
20,VIVA ENVIGADO,PANTALON COLOR,76
20,VIVA ENVIGADO,POLOS,29
20,VIVA ENVIGADO,SHORT,1
20,VIVA ENVIGADO,TAPABOCAS,2
20,VIVA ENVIGADO,VESTIDOS,2
21,ARKADIA,BERMUDA,1
21,ARKADIA,BLUSAS,29
21,ARKADIA,BUSOS,4
21,ARKADIA,CAMIBUSOS,4
21,ARKADIA,CAMISAS,31
21,ARKADIA,CAMISETAS,35
21,ARKADIA,CHAQUETAS,3
21,ARKADIA,CORREAS,2
21,ARKADIA,JEANS,176
21,ARKADIA,JOGGER,15
21,ARKADIA,PANTALON COLOR,40
21,ARKADIA,POLOS,26
21,ARKADIA,SHORT,3
21,ARKADIA,VESTIDOS,3
21,COMPRETEX ECOMMERCE,BERMUDA,3
21,COMPRETEX ECOMMERCE,BLUSAS,28
21,COMPRETEX ECOMMERCE,BUSOS,2
21,COMPRETEX ECOMMERCE,CAMIBUSOS,6
21,COMPRETEX ECOMMERCE,CAMISAS,25
21,COMPRETEX ECOMMERCE,CAMISETAS,25
21,COMPRETEX ECOMMERCE,CHAQUETAS,4
21,COMPRETEX ECOMMERCE,JEANS,188
21,COMPRETEX ECOMMERCE,JOGGER,29
21,COMPRETEX ECOMMERCE,PANTALON COLOR,51
21,COMPRETEX ECOMMERCE,POLOS,18
21,COMPRETEX ECOMMERCE,SHORT,1
21,COMPRETEX ECOMMERCE,TAPABOCAS,1
21,COMPRETEX ECOMMERCE,VESTIDOS,5
21,GUAYABAL,BERMUDA,3
21,GUAYABAL,BLUSAS,60
21,GUAYABAL,BUSOS,4
21,GUAYABAL,CAMIBUSOS,9
21,GUAYABAL,CAMISAS,51
21,GUAYABAL,CAMISETAS,52
21,GUAYABAL,CHAQUETAS,4
21,GUAYABAL,CORREAS,5
21,GUAYABAL,JEANS,248
21,GUAYABAL,JOGGER,19
21,GUAYABAL,PANTALON COLOR,51
21,GUAYABAL,POLOS,41
21,GUAYABAL,SHORT,3
21,GUAYABAL,VESTIDOS,4
21,LA CENTRAL,BERMUDA,5
21,LA CENTRAL,BLUSAS,24
21,LA CENTRAL,BUSOS,4
21,LA CENTRAL,CAMIBUSOS,5
21,LA CENTRAL,CAMISAS,32
21,LA CENTRAL,CAMISETAS,45
21,LA CENTRAL,CHAQUETAS,3
21,LA CENTRAL,CORREAS,3
21,LA CENTRAL,JEANS,188
21,LA CENTRAL,JOGGER,26
21,LA CENTRAL,PANTALON COLOR,57
21,LA CENTRAL,POLOS,16
21,LA CENTRAL,TAPABOCAS,2
21,LA CENTRAL,VESTIDOS,3
21,MARINILLA,BLUSAS,17
21,MARINILLA,BUSOS,1
21,MARINILLA,CAMIBUSOS,2
21,MARINILLA,CAMISAS,16
21,MARINILLA,CAMISETAS,9
21,MARINILLA,CHAQUETAS,3
21,MARINILLA,CORREAS,2
21,MARINILLA,JEANS,93
21,MARINILLA,JOGGER,10
21,MARINILLA,PANTALON COLOR,19
21,MARINILLA,POLOS,17
21,MARINILLA,TAPABOCAS,2
21,MARINILLA,VESTIDOS,1
21,MAYORCA 1,BERMUDA,4
21,MAYORCA 1,BLUSAS,29
21,MAYORCA 1,BUSOS,2
21,MAYORCA 1,CAMIBUSOS,6
21,MAYORCA 1,CAMISAS,32
21,MAYORCA 1,CAMISETAS,15
21,MAYORCA 1,CHAQUETAS,6
21,MAYORCA 1,CORREAS,5
21,MAYORCA 1,JEANS,180
21,MAYORCA 1,JOGGER,22
21,MAYORCA 1,PANTALON COLOR,53
21,MAYORCA 1,POLOS,22
21,MAYORCA 1,VESTIDOS,3
21,MAYORCA 2,BERMUDA,3
21,MAYORCA 2,BLUSAS,28
21,MAYORCA 2,BUSOS,5
21,MAYORCA 2,CAMIBUSOS,12
21,MAYORCA 2,CAMISAS,45
21,MAYORCA 2,CAMISETAS,41
21,MAYORCA 2,CHAQUETAS,3
21,MAYORCA 2,CORREAS,2
21,MAYORCA 2,JEANS,289
21,MAYORCA 2,JOGGER,27
21,MAYORCA 2,PANTALON COLOR,59
21,MAYORCA 2,POLOS,28
21,MAYORCA 2,SHORT,1
21,MAYORCA 2,TAPABOCAS,3
21,MAYORCA 2,VESTIDOS,3
21,MOLINOS 1,BERMUDA,7
21,MOLINOS 1,BLUSAS,61
21,MOLINOS 1,BUSOS,8
21,MOLINOS 1,CAMIBUSOS,10
21,MOLINOS 1,CAMISAS,62
21,MOLINOS 1,CAMISETAS,65
21,MOLINOS 1,CHAQUETAS,5
21,MOLINOS 1,CORREAS,2
21,MOLINOS 1,JEANS,422
21,MOLINOS 1,JOGGER,53
21,MOLINOS 1,PANTALON COLOR,145
21,MOLINOS 1,POLOS,63
21,MOLINOS 1,SHORT,4
21,MOLINOS 1,TAPABOCAS,3
21,MOLINOS 1,VESTIDOS,3
21,PARQUE LA CEJA,BLUSAS,20
21,PARQUE LA CEJA,BUSOS,7
21,PARQUE LA CEJA,CAMIBUSOS,4
21,PARQUE LA CEJA,CAMISAS,18
21,PARQUE LA CEJA,CAMISETAS,22
21,PARQUE LA CEJA,CHAQUETAS,2
21,PARQUE LA CEJA,CORREAS,2
21,PARQUE LA CEJA,JEANS,126
21,PARQUE LA CEJA,JOGGER,12
21,PARQUE LA CEJA,PANTALON COLOR,32
21,PARQUE LA CEJA,POLOS,20
21,PARQUE LA CEJA,TAPABOCAS,2
21,PARQUE LA CEJA,VESTIDOS,1
21,PLAZA FABRICATO,BLUSAS,14
21,PLAZA FABRICATO,BUSOS,1
21,PLAZA FABRICATO,CAMIBUSOS,3
21,PLAZA FABRICATO,CAMISAS,16
21,PLAZA FABRICATO,CAMISETAS,7
21,PLAZA FABRICATO,CHAQUETAS,4
21,PLAZA FABRICATO,JEANS,171
21,PLAZA FABRICATO,JOGGER,11
21,PLAZA FABRICATO,PANTALON COLOR,29
21,PLAZA FABRICATO,POLOS,16
21,PLAZA FABRICATO,VESTIDOS,1
21,PREMIUM PLAZA,BERMUDA,5
21,PREMIUM PLAZA,BLUSAS,19
21,PREMIUM PLAZA,BUSOS,2
21,PREMIUM PLAZA,CAMIBUSOS,9
21,PREMIUM PLAZA,CAMISAS,41
21,PREMIUM PLAZA,CAMISETAS,27
21,PREMIUM PLAZA,CHAQUETAS,5
21,PREMIUM PLAZA,CORREAS,6
21,PREMIUM PLAZA,JEANS,206
21,PREMIUM PLAZA,JOGGER,22
21,PREMIUM PLAZA,PANTALON COLOR,64
21,PREMIUM PLAZA,POLOS,29
21,PREMIUM PLAZA,TAPABOCAS,2
21,PREMIUM PLAZA,VESTIDOS,1
21,PUERTA DEL NTE,BERMUDA,5
21,PUERTA DEL NTE,BLUSAS,46
21,PUERTA DEL NTE,BUSOS,5
21,PUERTA DEL NTE,CAMIBUSOS,11
21,PUERTA DEL NTE,CAMISAS,33
21,PUERTA DEL NTE,CAMISETAS,46
21,PUERTA DEL NTE,CHAQUETAS,6
21,PUERTA DEL NTE,CORREAS,3
21,PUERTA DEL NTE,JEANS,240
21,PUERTA DEL NTE,JOGGER,33
21,PUERTA DEL NTE,PANTALON COLOR,76
21,PUERTA DEL NTE,POLOS,36
21,PUERTA DEL NTE,SHORT,2
21,PUERTA DEL NTE,TAPABOCAS,5
21,PUERTA DEL NTE,VESTIDOS,1
21,RIONEGRO,BERMUDA,4
21,RIONEGRO,BLUSAS,47
21,RIONEGRO,BUSOS,5
21,RIONEGRO,CAMIBUSOS,16
21,RIONEGRO,CAMISAS,53
21,RIONEGRO,CAMISETAS,53
21,RIONEGRO,CHAQUETAS,7
21,RIONEGRO,CORREAS,4
21,RIONEGRO,JEANS,386
21,RIONEGRO,JOGGER,47
21,RIONEGRO,PANTALON COLOR,101
21,RIONEGRO,POLOS,49
21,RIONEGRO,TAPABOCAS,1
21,RIONEGRO,VESTIDOS,4
21,RIONEGRO PARQUE,BERMUDA,1
21,RIONEGRO PARQUE,BLUSAS,44
21,RIONEGRO PARQUE,BUSOS,5
21,RIONEGRO PARQUE,CAMIBUSOS,3
21,RIONEGRO PARQUE,CAMISAS,27
21,RIONEGRO PARQUE,CAMISETAS,44
21,RIONEGRO PARQUE,CHAQUETAS,1
21,RIONEGRO PARQUE,CORREAS,3
21,RIONEGRO PARQUE,JEANS,208
21,RIONEGRO PARQUE,JOGGER,15
21,RIONEGRO PARQUE,PANTALON COLOR,34
21,RIONEGRO PARQUE,POLOS,27
21,RIONEGRO PARQUE,VESTIDOS,1
21,TERMINAL DEL NORTE,BERMUDA,3
21,TERMINAL DEL NORTE,BLUSAS,37
21,TERMINAL DEL NORTE,BUSOS,8
21,TERMINAL DEL NORTE,CAMIBUSOS,6
21,TERMINAL DEL NORTE,CAMISAS,37
21,TERMINAL DEL NORTE,CAMISETAS,57
21,TERMINAL DEL NORTE,CHAQUETAS,4
21,TERMINAL DEL NORTE,CORREAS,4
21,TERMINAL DEL NORTE,JEANS,248
21,TERMINAL DEL NORTE,JOGGER,16
21,TERMINAL DEL NORTE,PANTALON COLOR,57
21,TERMINAL DEL NORTE,POLOS,36
21,TERMINAL DEL NORTE,SHORT,1
21,TERMINAL DEL NORTE,TAPABOCAS,5
21,TERMINAL DEL NORTE,VESTIDOS,3
21,VIVA ENVIGADO,BERMUDA,4
21,VIVA ENVIGADO,BLUSAS,33
21,VIVA ENVIGADO,BUSOS,3
21,VIVA ENVIGADO,CAMIBUSOS,8
21,VIVA ENVIGADO,CAMISAS,35
21,VIVA ENVIGADO,CAMISETAS,48
21,VIVA ENVIGADO,CHAQUETAS,3
21,VIVA ENVIGADO,CORREAS,2
21,VIVA ENVIGADO,JEANS,310
21,VIVA ENVIGADO,JOGGER,20
21,VIVA ENVIGADO,PANTALON COLOR,76
21,VIVA ENVIGADO,POLOS,25
21,VIVA ENVIGADO,SHORT,2
21,VIVA ENVIGADO,TAPABOCAS,3
21,VIVA ENVIGADO,VESTIDOS,2
22,ARKADIA,BERMUDA,1
22,ARKADIA,BLUSAS,23
22,ARKADIA,BUSOS,1
22,ARKADIA,CAMIBUSOS,6
22,ARKADIA,CAMISAS,29
22,ARKADIA,CAMISETAS,32
22,ARKADIA,CHAQUETAS,6
22,ARKADIA,CORREAS,2
22,ARKADIA,JEANS,147
22,ARKADIA,JOGGER,21
22,ARKADIA,PANTALON COLOR,47
22,ARKADIA,POLOS,19
22,ARKADIA,SHORT,1
22,ARKADIA,TAPABOCAS,1
22,ARKADIA,VESTIDOS,2
22,COMPRETEX ECOMMERCE,BLUSAS,23
22,COMPRETEX ECOMMERCE,BUSOS,2
22,COMPRETEX ECOMMERCE,CAMIBUSOS,7
22,COMPRETEX ECOMMERCE,CAMISAS,21
22,COMPRETEX ECOMMERCE,CAMISETAS,15
22,COMPRETEX ECOMMERCE,CHAQUETAS,3
22,COMPRETEX ECOMMERCE,CORREAS,1
22,COMPRETEX ECOMMERCE,JEANS,169
22,COMPRETEX ECOMMERCE,JOGGER,27
22,COMPRETEX ECOMMERCE,PANTALON COLOR,38
22,COMPRETEX ECOMMERCE,POLOS,16
22,COMPRETEX ECOMMERCE,TAPABOCAS,1
22,COMPRETEX ECOMMERCE,VESTIDOS,4
22,GUAYABAL,BERMUDA,4
22,GUAYABAL,BLUSAS,33
22,GUAYABAL,BUSOS,4
22,GUAYABAL,CAMIBUSOS,9
22,GUAYABAL,CAMISAS,47
22,GUAYABAL,CAMISETAS,66
22,GUAYABAL,CHAQUETAS,5
22,GUAYABAL,CORREAS,6
22,GUAYABAL,JEANS,233
22,GUAYABAL,JOGGER,25
22,GUAYABAL,PANTALON COLOR,56
22,GUAYABAL,POLOS,23
22,GUAYABAL,VESTIDOS,2
22,LA CENTRAL,BERMUDA,1
22,LA CENTRAL,BLUSAS,35
22,LA CENTRAL,BUSOS,4
22,LA CENTRAL,CAMIBUSOS,7
22,LA CENTRAL,CAMISAS,40
22,LA CENTRAL,CAMISETAS,36
22,LA CENTRAL,CHAQUETAS,4
22,LA CENTRAL,CORREAS,2
22,LA CENTRAL,JEANS,163
22,LA CENTRAL,JOGGER,25
22,LA CENTRAL,PANTALON COLOR,59
22,LA CENTRAL,POLOS,21
22,LA CENTRAL,SHORT,1
22,LA CENTRAL,VESTIDOS,1
22,MARINILLA,BERMUDA,1
22,MARINILLA,BLUSAS,16
22,MARINILLA,BUSOS,2
22,MARINILLA,CAMIBUSOS,4
22,MARINILLA,CAMISAS,18
22,MARINILLA,CAMISETAS,18
22,MARINILLA,CHAQUETAS,2
22,MARINILLA,CORREAS,2
22,MARINILLA,JEANS,85
22,MARINILLA,JOGGER,9
22,MARINILLA,PANTALON COLOR,18
22,MARINILLA,POLOS,22
22,MARINILLA,VESTIDOS,2
22,MAYORCA 1,BERMUDA,5
22,MAYORCA 1,BLUSAS,28
22,MAYORCA 1,CAMIBUSOS,7
22,MAYORCA 1,CAMISAS,25
22,MAYORCA 1,CAMISETAS,23
22,MAYORCA 1,CHAQUETAS,2
22,MAYORCA 1,JEANS,154
22,MAYORCA 1,JOGGER,16
22,MAYORCA 1,PANTALON COLOR,52
22,MAYORCA 1,POLOS,20
22,MAYORCA 1,VESTIDOS,1
22,MAYORCA 2,BERMUDA,4
22,MAYORCA 2,BLUSAS,30
22,MAYORCA 2,BUSOS,3
22,MAYORCA 2,CAMIBUSOS,3
22,MAYORCA 2,CAMISAS,35
22,MAYORCA 2,CAMISETAS,27
22,MAYORCA 2,CHAQUETAS,5
22,MAYORCA 2,CORREAS,2
22,MAYORCA 2,JEANS,226
22,MAYORCA 2,JOGGER,24
22,MAYORCA 2,PANTALON COLOR,71
22,MAYORCA 2,POLOS,34
22,MAYORCA 2,TAPABOCAS,2
22,MOLINOS 1,BERMUDA,3
22,MOLINOS 1,BLUSAS,70
22,MOLINOS 1,BUSOS,6
22,MOLINOS 1,CAMIBUSOS,15
22,MOLINOS 1,CAMISAS,73
22,MOLINOS 1,CAMISETAS,74
22,MOLINOS 1,CHAQUETAS,6
22,MOLINOS 1,CORREAS,7
22,MOLINOS 1,JEANS,398
22,MOLINOS 1,JOGGER,41
22,MOLINOS 1,PANTALON COLOR,153
22,MOLINOS 1,POLOS,57
22,MOLINOS 1,SHORT,1
22,MOLINOS 1,TAPABOCAS,3
22,MOLINOS 1,VESTIDOS,3
22,PARQUE LA CEJA,BLUSAS,19
22,PARQUE LA CEJA,BUSOS,3
22,PARQUE LA CEJA,CAMIBUSOS,7
22,PARQUE LA CEJA,CAMISAS,28
22,PARQUE LA CEJA,CAMISETAS,21
22,PARQUE LA CEJA,CHAQUETAS,3
22,PARQUE LA CEJA,CORREAS,4
22,PARQUE LA CEJA,JEANS,100
22,PARQUE LA CEJA,JOGGER,13
22,PARQUE LA CEJA,PANTALON COLOR,39
22,PARQUE LA CEJA,POLOS,20
22,PARQUE LA CEJA,TAPABOCAS,4
22,PLAZA FABRICATO,BLUSAS,16
22,PLAZA FABRICATO,BUSOS,5
22,PLAZA FABRICATO,CAMISAS,14
22,PLAZA FABRICATO,CAMISETAS,9
22,PLAZA FABRICATO,CHAQUETAS,4
22,PLAZA FABRICATO,CORREAS,2
22,PLAZA FABRICATO,JEANS,152
22,PLAZA FABRICATO,JOGGER,10
22,PLAZA FABRICATO,PANTALON COLOR,37
22,PLAZA FABRICATO,POLOS,31
22,PLAZA FABRICATO,VESTIDOS,3
22,PREMIUM PLAZA,BLUSAS,27
22,PREMIUM PLAZA,BUSOS,3
22,PREMIUM PLAZA,CAMIBUSOS,8
22,PREMIUM PLAZA,CAMISAS,30
22,PREMIUM PLAZA,CAMISETAS,45
22,PREMIUM PLAZA,CHAQUETAS,4
22,PREMIUM PLAZA,CORREAS,6
22,PREMIUM PLAZA,JEANS,180
22,PREMIUM PLAZA,JOGGER,17
22,PREMIUM PLAZA,PANTALON COLOR,48
22,PREMIUM PLAZA,POLOS,18
22,PREMIUM PLAZA,SHORT,1
22,PREMIUM PLAZA,TAPABOCAS,1
22,PREMIUM PLAZA,VESTIDOS,1
22,PUERTA DEL NTE,BERMUDA,12
22,PUERTA DEL NTE,BLUSAS,32
22,PUERTA DEL NTE,BUSOS,5
22,PUERTA DEL NTE,CAMIBUSOS,4
22,PUERTA DEL NTE,CAMISAS,37
22,PUERTA DEL NTE,CAMISETAS,49
22,PUERTA DEL NTE,CHAQUETAS,5
22,PUERTA DEL NTE,CORREAS,2
22,PUERTA DEL NTE,JEANS,202
22,PUERTA DEL NTE,JOGGER,42
22,PUERTA DEL NTE,PANTALON COLOR,70
22,PUERTA DEL NTE,POLOS,31
22,PUERTA DEL NTE,TAPABOCAS,3
22,PUERTA DEL NTE,VESTIDOS,4
22,RIONEGRO,BERMUDA,1
22,RIONEGRO,BLUSAS,49
22,RIONEGRO,BUSOS,3
22,RIONEGRO,CAMIBUSOS,15
22,RIONEGRO,CAMISAS,53
22,RIONEGRO,CAMISETAS,36
22,RIONEGRO,CHAQUETAS,4
22,RIONEGRO,CORREAS,2
22,RIONEGRO,JEANS,301
22,RIONEGRO,JOGGER,39
22,RIONEGRO,PANTALON COLOR,117
22,RIONEGRO,POLOS,42
22,RIONEGRO,SHORT,1
22,RIONEGRO,TAPABOCAS,3
22,RIONEGRO,VESTIDOS,2
22,RIONEGRO PARQUE,BLUSAS,9
22,RIONEGRO PARQUE,BUSOS,6
22,RIONEGRO PARQUE,CAMISAS,14
22,RIONEGRO PARQUE,CAMISETAS,18
22,RIONEGRO PARQUE,CHAQUETAS,3
22,RIONEGRO PARQUE,CORREAS,2
22,RIONEGRO PARQUE,JEANS,92
22,RIONEGRO PARQUE,JOGGER,3
22,RIONEGRO PARQUE,PANTALON COLOR,12
22,RIONEGRO PARQUE,POLOS,15
22,TERMINAL DEL NORTE,BERMUDA,4
22,TERMINAL DEL NORTE,BLUSAS,50
22,TERMINAL DEL NORTE,BUSOS,4
22,TERMINAL DEL NORTE,CAMIBUSOS,8
22,TERMINAL DEL NORTE,CAMISAS,37
22,TERMINAL DEL NORTE,CAMISETAS,48
22,TERMINAL DEL NORTE,CHAQUETAS,4
22,TERMINAL DEL NORTE,CORREAS,2
22,TERMINAL DEL NORTE,JEANS,203
22,TERMINAL DEL NORTE,JOGGER,27
22,TERMINAL DEL NORTE,PANTALON COLOR,58
22,TERMINAL DEL NORTE,POLOS,38
22,TERMINAL DEL NORTE,SHORT,1
22,TERMINAL DEL NORTE,VESTIDOS,6
22,VIVA ENVIGADO,BERMUDA,5
22,VIVA ENVIGADO,BLUSAS,36
22,VIVA ENVIGADO,BUSOS,3
22,VIVA ENVIGADO,CAMIBUSOS,5
22,VIVA ENVIGADO,CAMISAS,40
22,VIVA ENVIGADO,CAMISETAS,35
22,VIVA ENVIGADO,CHAQUETAS,10
22,VIVA ENVIGADO,CORREAS,4
22,VIVA ENVIGADO,JEANS,212
22,VIVA ENVIGADO,JOGGER,24
22,VIVA ENVIGADO,PANTALON COLOR,77
22,VIVA ENVIGADO,POLOS,37
22,VIVA ENVIGADO,TAPABOCAS,3
22,VIVA ENVIGADO,VESTIDOS,3
23,ARKADIA,BERMUDA,1
23,ARKADIA,BLUSAS,20
23,ARKADIA,BUSOS,3
23,ARKADIA,CAMIBUSOS,7
23,ARKADIA,CAMISAS,32
23,ARKADIA,CAMISETAS,31
23,ARKADIA,CHAQUETAS,4
23,ARKADIA,CORREAS,2
23,ARKADIA,JEANS,107
23,ARKADIA,JOGGER,16
23,ARKADIA,PANTALON COLOR,44
23,ARKADIA,POLOS,11
23,ARKADIA,TAPABOCAS,3
23,ARKADIA,VESTIDOS,2
23,COMPRETEX ECOMMERCE,BLUSAS,37
23,COMPRETEX ECOMMERCE,BUSOS,3
23,COMPRETEX ECOMMERCE,CAMIBUSOS,7
23,COMPRETEX ECOMMERCE,CAMISAS,48
23,COMPRETEX ECOMMERCE,CAMISETAS,28
23,COMPRETEX ECOMMERCE,CHAQUETAS,3
23,COMPRETEX ECOMMERCE,CORREAS,3
23,COMPRETEX ECOMMERCE,JEANS,206
23,COMPRETEX ECOMMERCE,JOGGER,42
23,COMPRETEX ECOMMERCE,PANTALON COLOR,37
23,COMPRETEX ECOMMERCE,POLOS,19
23,COMPRETEX ECOMMERCE,TAPABOCAS,1
23,COMPRETEX ECOMMERCE,VESTIDOS,6
23,GUAYABAL,BERMUDA,3
23,GUAYABAL,BLUSAS,29
23,GUAYABAL,BUSOS,5
23,GUAYABAL,CAMIBUSOS,3
23,GUAYABAL,CAMISAS,36
23,GUAYABAL,CAMISETAS,38
23,GUAYABAL,CHAQUETAS,4
23,GUAYABAL,CORREAS,7
23,GUAYABAL,JEANS,188
23,GUAYABAL,JOGGER,16
23,GUAYABAL,PANTALON COLOR,53
23,GUAYABAL,POLOS,19
23,GUAYABAL,TAPABOCAS,1
23,GUAYABAL,VESTIDOS,2
23,LA CENTRAL,BERMUDA,3
23,LA CENTRAL,BLUSAS,18
23,LA CENTRAL,BUSOS,3
23,LA CENTRAL,CAMIBUSOS,5
23,LA CENTRAL,CAMISAS,29
23,LA CENTRAL,CAMISETAS,27
23,LA CENTRAL,CHAQUETAS,3
23,LA CENTRAL,CORREAS,1
23,LA CENTRAL,JEANS,133
23,LA CENTRAL,JOGGER,17
23,LA CENTRAL,PANTALON COLOR,47
23,LA CENTRAL,POLOS,22
23,LA CENTRAL,VESTIDOS,2
23,MARINILLA,BLUSAS,14
23,MARINILLA,BUSOS,6
23,MARINILLA,CAMIBUSOS,3
23,MARINILLA,CAMISAS,28
23,MARINILLA,CAMISETAS,21
23,MARINILLA,CHAQUETAS,1
23,MARINILLA,CORREAS,3
23,MARINILLA,JEANS,89
23,MARINILLA,JOGGER,8
